"Player","Nation","Team","League","Season","TeamElo","AgeDuringSeason","CurrentAge","Position","PlayStyle","Min","Starts","PercentLeftFooted","PercentRightFooted","Footedness","DAVIES","DAVIESPer90","xGoalsAdded","xGoalsAddedAbovePlayStyle","xGoalsAddedPer90","xGoalsAddedAbovePlayStylePer90","Salary($)","xSalary($)","CurrentMarketValue(€)","xMarketValue(€)","xGAM"
"Hernan","ESP","Las Palmas","La Liga","2017-2018","1539.63","26","31","MF","DefensiveCentralProgressor","351","4","9.5","90.5","Right","-1.5","0.02","0.56","-1.44","0.14","0.02","","","","",""
"Memo Rodriguez","USA","Houston","MLS","2018","","22","26","FW,MF","AttackingCentralProgressor","656","6","16.77","83.23","Right","-1.5","-0.01","1.15","-1.61","0.16","-0.01","55654","302904","1200000","","70644"
"Juan Bernat","ESP","Bayern Munich","Bundesliga","2017-2018","1943.77","24","28","DF,FW","AttackingCentralProgressor","888","11","93.61","6.39","Left","-1.5","0","1.63","-1.13","0.17","0","","","","",""
"Dairon Asprilla","COL","Portland","MLS","2018","","25","29","FW,MF","Finisher","693","7","9.44","90.56","Right","-1.5","0.03","2.09","-1.27","0.27","0.02","193750","195911","500000","","128387"
"Stephane Omeonga","BEL","Genoa","Serie A","2017-2018","1561.46","21","25","MF,DF","AttackingCentralProgressor","797","6","13.43","86.57","Right","-1.5","-0.04","1.14","-1.61","0.13","-0.04","","","","",""
"Matias Aguirregaray","URU","Las Palmas","La Liga","2017-2018","1539.63","28","32","DF","OffensiveWideProgressor","1152","14","11.36","88.64","Right","-1.5","-0.03","1.92","-1.23","0.15","-0.03","","","","",""
"Ruben Vinagre","POR","Wolves","Premier League","2019-2020","1782.63","20","22","DF","OffensiveWideProgressor","652","6","90.8","9.2","Left","-1.5","0","1.24","-1.91","0.17","-0.01","2058155","2338609","9000000","17506807",""
"Stefan Simic","CZE","Crotone","Serie A","2017-2018","1542.79","22","26","DF","LowBlockCentralDefender","555","6","13.26","86.74","Right","-1.5","-0.04","0.56","-1.86","0.09","-0.04","","","","",""
"Francisco Molinero","ESP","Getafe","La Liga","2017-2018","1719.8","32","36","DF","DefensiveWideProgressor","583","5","10.5","89.5","Right","-1.51","-0.04","0.79","-1.89","0.12","-0.04","","","","",""
"Valentin Eysseric","FRA","Fiorentina","Serie A","2017-2018","1682.86","25","29","FW,MF","AttackingCentralProgressor","706","8","17.94","82.06","Right","-1.51","0.04","1.62","-1.13","0.21","0.04","","","","",""
"Manuel Sanchez","ESP","Osasuna","La Liga","2020-2021","1692.06","20.71","21","DF","OffensiveWideProgressor","799","8","81.37","18.63","Left","-1.51","-0.04","1.24","-1.91","0.14","-0.04","","","","",""
"Sebastian Griesbeck","GER","Union Berlin","Bundesliga","2020-2021","1665.66","30.6","31","MF","AttackingCentralProgressor","883","8","30.48","69.52","Right","-1.51","-0.05","1.05","-1.7","0.11","-0.06","","","","",""
"Axel Sjoberg","SWE","Colorado","MLS","2019","","27","30","DF,FW","LowBlockCentralDefender","435","5","17.14","82.86","Right","-1.51","0.07","0.98","-1.43","0.2","0.07","179996","257677","","","60201"
"Elif Elmas","MKD","Napoli","Serie A","2020-2021","1799.36","21.63","22","MF,FW","Dribbler","725","3","17.6","82.4","Right","-1.51","-0.05","1.49","-1.44","0.18","-0.06","","","","",""
"Ludovic Baal","GUF","Brest","Ligue 1","2020-2021","1510.05","34.96","35","DF","DefensiveWideProgressor","288","3","95.77","4.23","Left","-1.51","0.09","0.79","-1.89","0.25","0.09","","","325000","",""
"Aaron Lennon","ENG","Burnley","Premier League","2018-2019","1681.7","31","34","FW,MF","AttackingCentralProgressor","1215","14","11.76","88.24","Right","-1.51","-0.08","1.05","-1.7","0.08","-0.09","2401181","3514187","2400000","",""
"Ryan Telfer","TRI","Toronto FC","MLS","2018","","23","27","DF,FW","Playmaker","815","9","73.23","26.77","Left","-1.51","0.01","2.12","-1.59","0.23","0","54500","148583","","","130230"
"Fabian Delph","ENG","Everton","Premier League","2020-2021","1779.69","31.47","32","MF,DF","DefensiveCentralProgressor","266","2","64.86","35.14","Left","-1.51","0.01","0.39","-1.6","0.13","0.01","","","10000000","",""
"Ladislav Krejci","CZE","Bologna","Serie A","2019-2020","1584.17","27","29","DF","OffensiveWideProgressor","1051","11","85.58","14.42","Left","-1.51","-0.02","1.91","-1.24","0.16","-0.02","1152428","3116687","","",""
"Eduard Lowen","GER","Hertha BSC","Bundesliga","2019-2020","1648.52","22","24","MF","DefensiveCentralProgressor","314","2","12.5","87.5","Right","-1.51","0.02","0.48","-1.51","0.14","0.02","","","5500000","5561243",""
"Sebastien Haller","CIV","West Ham","Premier League","2020-2021","1794.55","26.88","27","FW","Finisher","937","10","17.71","82.29","Right","-1.51","-0.05","2.08","-1.28","0.2","-0.05","","","36000000","",""
"Ilie Sanchez","ESP","Sporting KC","MLS","2021","","30.47","31","MF","DefensiveCentralProgressor","180","2","6.93","93.07","Right","-1.51","0.08","0.39","-1.6","0.2","0.07","","","1200000","",""
"Toni Lato","ESP","Osasuna","La Liga","2019-2020","1695.54","21","24","DF,MF","DefensiveWideProgressor","470","6","88.12","11.88","Left","-1.51","0.02","0.96","-1.71","0.18","0.03","","","1500000","2948138",""
"Denis Vavro","SVK","Lazio","Serie A","2019-2020","1735.73","23","25","DF","LowBlockCentralDefender","328","1","9.23","90.77","Right","-1.51","0.02","0.56","-1.86","0.15","0.02","","","6000000","4967087",""
"Milos Vulic","SRB","Crotone","Serie A","2020-2021","1472.34","24.73","25","MF","AttackingCentralProgressor","1280","13","9.14","90.86","Right","-1.51","-0.06","1.62","-1.14","0.11","-0.05","","","","",""
"Marko Rog","CRO","Sevilla","La Liga","2018-2019","1744.58","23","26","MF","DefensiveCentralProgressor","357","4","9.78","90.22","Right","-1.51","0","0.48","-1.51","0.12","0","2719911","2672465","","",""
"Christian Benteke","BEL","Crystal Palace","Premier League","2018-2019","1742.55","27","31","FW","Finisher","814","9","11.94","88.06","Right","-1.51","-0.02","2.08","-1.28","0.23","-0.02","8232619","6195412","10500000","",""
"Gianluca Caprari","ITA","Sampdoria","Serie A","2019-2020","1589.41","26","28","FW,MF","Dribbler","667","5","13.99","86.01","Right","-1.51","-0.03","1.54","-1.38","0.21","-0.03","1570876","1617391","6500000","4590670",""
"Houboulang Mendes","FRA","Lorient","Ligue 1","2020-2021","1507.56","23.02","23","DF","DefensiveWideProgressor","1297","15","16.95","83.05","Right","-1.51","-0.07","1.35","-1.33","0.09","-0.07","","","","",""
"Paco Alcacer","ESP","Dortmund","Bundesliga","2019-2020","1834.14","25","28","FW","Finisher","530","6","15","85","Right","-1.51","0.11","2.07","-1.28","0.35","0.1","","","25000000","14544050",""
"Felix Agu","GER","Werder Bremen","Bundesliga","2020-2021","1607.06","21.62","22","DF","DefensiveWideProgressor","689","8","22.28","77.72","Right","-1.51","-0.03","0.96","-1.72","0.13","-0.03","","","","",""
"Sebastiano Luperto","ITA","Napoli","Serie A","2018-2019","1803.07","21","25","DF","PossessionOrientedCentralDefender","728","6","85.71","14.29","Left","-1.51","-0.03","1.01","-1.78","0.12","-0.03","838027","934304","3500000","",""
"Benito Raman","BEL","Schalke 04","Bundesliga","2020-2021","1503.52","26.51","27","FW,MF","Finisher","1213","13","13.45","86.55","Right","-1.51","-0.09","2.07","-1.29","0.15","-0.1","","","8000000","",""
"Marcus Epps","USA","Philadelphia","MLS","2018","","23","26","FW","Dribbler","606","8","11.06","88.94","Right","-1.51","-0.02","1.48","-1.45","0.22","-0.02","55654","141409","","","90915"
"Aaron Maund","TRI","Vancouver","MLS","2018","","27","31","DF","LowBlockCentralDefender","900","10","29.03","70.97","Right","-1.52","-0.03","0.97","-1.45","0.1","-0.04","189438","145516","","","59587"
"Fabian Lustenberger","SUI","Hertha BSC","Bundesliga","2017-2018","1608.77","29","33","MF,DF","PossessionOrientedCentralDefender","1583","18","16.77","83.23","Right","-1.52","-0.07","1.5","-1.29","0.09","-0.07","","","","",""
"Jordan Lefort","FRA","Amiens","Ligue 1","2019-2020","1484.79","25","28","DF","PossessionOrientedCentralDefender","842","8","89.02","10.98","Left","-1.52","0","1.5","-1.29","0.16","0.01","","","1600000","1480796",""
"Jeremy Cordoval","","Troyes","Ligue 1","2017-2018","1461.59","27","31","DF","DefensiveWideProgressor","919","10","13.61","86.39","Right","-1.52","-0.03","1.34","-1.33","0.13","-0.03","","","","",""
"Jeffrey Bruma","NED","Mainz 05","Bundesliga","2019-2020","1652.84","27","30","DF","LowBlockCentralDefender","675","8","14.98","85.02","Right","-1.52","0","0.97","-1.45","0.13","0","","","2500000","3731275",""
"Valter Birsa","SVN","Chievo","Serie A","2018-2019","1442.57","31","35","MF,FW","Playmaker","1101","12","69.87","30.13","Left","-1.52","-0.07","2.15","-1.56","0.18","-0.06","","","","",""
"Everton Luiz","BRA","SPAL","Serie A","2017-2018","1554.81","29","33","MF","DefensiveCentralProgressor","642","7","4.46","95.54","Right","-1.52","-0.05","0.54","-1.45","0.08","-0.05","","","","",""
"Mikel Balenziaga","ESP","Athletic Club","La Liga","2017-2018","1698.5","29","33","DF","OffensiveWideProgressor","1547","18","81.42","18.58","Left","-1.52","-0.07","1.9","-1.25","0.11","-0.07","","","1500000","",""
"Kean Bryan","ENG","Sheffield Utd","Premier League","2020-2021","1602.77","24.52","25","DF","PossessionOrientedCentralDefender","1004","12","95.15","4.85","Left","-1.52","-0.02","1.5","-1.29","0.13","-0.02","","","","",""
"Cafu","POR","Metz","Ligue 1","2017-2018","1456.77","24","28","MF","DefensiveCentralProgressor","679","8","4.76","95.24","Right","-1.52","-0.05","0.54","-1.46","0.07","-0.05","","","","",""
"Tom Cleverley","ENG","Watford","Premier League","2018-2019","1685.23","28","32","MF,FW","DefensiveCentralProgressor","478","4","10.63","89.37","Right","-1.52","-0.02","0.54","-1.46","0.1","-0.02","3430258","2929055","4800000","",""
"Manu Morlanes","ESP","Villarreal","La Liga","2019-2020","1771.16","20","22","MF,FW","DefensiveCentralProgressor","253","3","13.59","86.41","Right","-1.52","0.04","0.47","-1.52","0.17","0.04","","","1800000","5927135",""
"Pablo Ruiz","ARG","Real Salt Lake","MLS","2021","","22.39","23","MF","DefensiveCentralProgressor","257","3","94.55","5.45","Left","-1.52","0.04","0.47","-1.52","0.16","0.04","","","250000","",""
"Ruben Pena","ESP","Villarreal","La Liga","2020-2021","1804.45","29.81","30","DF","OffensiveWideProgressor","1001","11","8.58","91.42","Right","-1.52","-0.01","1.9","-1.25","0.17","-0.01","","","","",""
"Tono","ESP","Levante","La Liga","2020-2021","1671.31","31.51","32","DF","DefensiveWideProgressor","575","7","92.89","7.11","Left","-1.52","-0.04","0.77","-1.91","0.12","-0.04","","","","",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","2400000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Adama Traore","MLI","Metz","Ligue 1","2019-2020","1546.36","24","26","FW,MF","Playmaker","1007","12","81.24","18.76","Left","-1.53","-0.02","2.41","-1.3","0.22","-0.02","","","200000","1656878",""
"Youssef Ait Bennasser","MAR","Bordeaux","Ligue 1","2019-2020","1587.32","23","25","MF","DefensiveCentralProgressor","536","6","16.03","83.97","Right","-1.53","-0.04","0.47","-1.53","0.08","-0.05","","","4800000","5592679",""
"Bruno Martins Indi","NED","Stoke City","Premier League","2017-2018","1625.11","25","29","DF","LowBlockCentralDefender","1243","14","78.5","21.5","Left","-1.53","-0.06","0.96","-1.46","0.07","-0.06","","","","",""
"Bruno Soriano","ESP","Villarreal","La Liga","2019-2020","1771.16","35","37","MF","DefensiveCentralProgressor","263","1","92.69","7.31","Left","-1.53","0.01","0.37","-1.62","0.13","0","2964194","3275642","","",""
"Jesus Medina","PAR","NYCFC","MLS","2019","","21","24","MF,FW","Playmaker","734","6","86.05","13.95","Left","-1.53","0.04","2.1","-1.61","0.26","0.02","870833","844917","1200000","","129001"
"Jackson Yueill","USA","San Jose","MLS","2021","","24.15","24","MF","DefensiveCentralProgressor","360","4","12.81","87.19","Right","-1.53","0.01","0.53","-1.46","0.13","0.01","","","1200000","",""
"Robbie Brady","IRL","Burnley","Premier League","2020-2021","1740.14","29.32","29","MF","AttackingCentralProgressor","1052","12","81.63","18.37","Left","-1.53","-0.03","1.6","-1.16","0.14","-0.03","","","4800000","",""
"Geoffrey Kondogbia","CTA","Valencia","La Liga","2020-2021","1689.15","28.23","28","MF","DefensiveCentralProgressor","440","5","85.08","14.92","Left","-1.53","-0.02","0.53","-1.47","0.11","-0.02","","","17500000","",""
"Sebastiano Luperto","ITA","Napoli","Serie A","2019-2020","1757","22","25","DF","PossessionOrientedCentralDefender","529","5","88.3","11.7","Left","-1.53","0.02","0.99","-1.8","0.17","0.01","838027","929454","3500000","4618595",""
"Philipp Lienhart","AUT","Freiburg","Bundesliga","2018-2019","1596.02","22","25","DF","PossessionOrientedCentralDefender","614","7","9.42","90.58","Right","-1.53","0","0.99","-1.8","0.15","-0.01","735111","997349","12000000","",""
"Jeison Murillo","COL","Sampdoria","Serie A","2019-2020","1589.41","27","29","DF","LowBlockCentralDefender","666","7","24.47","75.53","Right","-1.53","0","0.96","-1.46","0.13","0","","","7000000","2310235",""
"Alfred Duncan","GHA","Sassuolo","Serie A","2019-2020","1644.71","26","28","MF","AttackingCentralProgressor","843","10","89.45","10.55","Left","-1.53","0","1.6","-1.16","0.17","0.01","1465698","1040641","15000000","11825407",""
"Henry Kessler","USA","New England","MLS","2021","","22.88","23","DF","LowBlockCentralDefender","360","4","29.31","70.69","Right","-1.53","0","0.54","-1.88","0.13","0","","","200000","",""
"Andrea Raggi","ITA","Monaco","Ligue 1","2018-2019","1562.92","34","37","DF,MF","DefensiveWideProgressor","494","6","24.6","75.4","Right","-1.53","-0.02","0.76","-1.92","0.14","-0.02","1583316","1013000","","",""
"Jose Fonte","POR","West Ham","Premier League","2017-2018","1669.79","33","38","DF","PossessionOrientedCentralDefender","688","8","10","90","Right","-1.53","0","1.22","-1.57","0.16","0","","","","",""
"Ilija Nestorovski","MKD","Udinese","Serie A","2020-2021","1599.25","31.16","31","FW","Finisher","701","4","74.27","25.73","Left","-1.53","0.04","2.29","-1.07","0.29","0.04","","","2800000","",""
"Erik Thommy","GER","Stuttgart","Bundesliga","2017-2018","1658.9","22","27","MF,FW","Playmaker","980","14","18.5","81.5","Right","-1.53","-0.03","2.09","-1.62","0.19","-0.04","","","","",""
"Christian Eriksen","DEN","Inter","Serie A","2019-2020","1801.59","27","29","MF","Playmaker","703","8","19.11","80.89","Right","-1.53","0.07","2.4","-1.31","0.31","0.07","","","60000000","22212383",""
"Aleksandar Dragovic","AUT","Leicester City","Premier League","2017-2018","1693.43","26","30","DF","LowBlockCentralDefender","769","7","17.57","82.43","Right","-1.54","-0.02","0.95","-1.47","0.11","-0.02","","","","",""
"Alexi Gomez","PER","Minnesota","MLS","2018","","24","28","FW,MF","OffensiveWideProgressor","1316","16","88.26","11.74","Left","-1.54","-0.05","1.88","-1.27","0.13","-0.05","339450","316531","","","115487"
"Zdravko Kuzmanovic","SRB","Malaga","La Liga","2017-2018","1580.85","29","34","MF","DefensiveCentralProgressor","480","6","4.97","95.03","Right","-1.54","-0.03","0.52","-1.47","0.1","-0.03","","","","",""
"Caiuby","BRA","Augsburg","Bundesliga","2018-2019","1591.47","30","33","FW,MF","Finisher","1006","10","53.27","46.73","Dual","-1.54","-0.06","2.05","-1.31","0.18","-0.07","","","","",""
"Mousa Dembele","BEL","Tottenham","Premier League","2018-2019","1890.94","31","34","MF","DefensiveCentralProgressor","515","7","73.54","26.46","Left","-1.54","-0.06","0.36","-1.63","0.06","-0.06","","","","",""
"Jairo Izquierdo","ESP","Cadiz","La Liga","2020-2021","1620.17","27.55","28","MF,DF","AttackingCentralProgressor","1202","11","91.35","8.65","Left","-1.54","-0.05","1.59","-1.17","0.12","-0.05","","","","",""
"Xabier Etxeita","ESP","Getafe","La Liga","2019-2020","1744.55","31","34","DF","PossessionOrientedCentralDefender","1446","16","34.81","65.19","Right","-1.54","-0.09","1.21","-1.58","0.08","-0.08","","","","",""
